页码,微博id,发布者,发布时间,发布者id,发布内容
26,4.47E+15,三宝蓬艺术聚落,2020/2/21 10:29,,#发现三宝蓬# 艺术中心内的梅花开了，给这个寒冷冬日增添了一丝色彩。寒冬终会过去，春日即将到来。三宝蓬今日复工，我相信我们定会再次相见 景德镇·三宝蓬艺术聚落 
27,4.46E+15,非典型景漂肖掌柜,2020/1/12 3:49,,#景德镇 三宝蓬艺术聚落# 造一所房子，配得上你的作品。麻汇源瓷画艺术空间——三宝蓬最新开放艺术空间的最佳诠释。 
27,4.46E+15,非典型景漂肖掌柜,2020/1/12 3:48,,#景德镇 三宝蓬艺术聚落# 寒冬，雨夜，山谷里。应该没有人想象得到，在这样的环境里有一场高水平高雅的新年音乐会正在上演！并且，所有的乐手都是非专业演员。他们中，🈶️医生、🈶️老师、有公务员、🈶️离退休干部……他们因为对音乐🎵的热爱、对城市的热爱，自发地组织、聚集在一起，克 ...全文
27,4.46E+15,坤也私塾,2020/1/11 21:23,,植物和煤油灯在一起别有洞天，在微光下涌动着生命。对煤油灯的记忆还停留在小时候奶奶家，我记得那时候是很简易的一个绿色玻璃瓶子，上面有一个带孔金属的盖子，中间一根很粗的棉线作为灯芯。微弱的灯光下是一家人围在炉灶边吃着晚饭，唠着家常。暖黄色的灯光也温暖了我好多年。#遇见艺术##家居# ...全文
27,4.45E+15,慢慢微笑0221,2019/12/28 16:44,,从早上的乐天集市到晚上到陶溪川夜市……从古窑博览区到三宝陶艺村……隐居桃源的草店茅屋和三宝蓬的现代建筑……古老和现代……看到许多好东东，克制克制，买还是要买的…… 景德镇 
28,4.45E+15,满菊manju,2019/12/21 22:09,,来自三宝蓬现场 景德镇 
28,4.45E+15,坤也私塾,2019/12/20 8:51,,“看他吹釉似吹箫， 小管蒙纱蘸不浇；坯上周遮无渗漏， 此中元气要人调。”——《景德镇陶歌》传承最直接的方式就是身体力行的去践行。小朋友说：“吹釉是最容易…………头晕的”😂摄影——浚潼#坤也私塾##技艺##传承##聚焦瓷都##陶艺学堂[超话]##景德镇身边事##陶瓷##陶艺游学# ...全文
28,4.45E+15,非典型景漂肖掌柜,2019/12/19 7:33,,#景德镇 三宝蓬艺术聚落# 本来是明天晚上、不对，应该是今天晚上的工作。不过，想着晚上已经约了人，所以就从昨天晚上写到了今天早上……好拗口，意思就是码字儿很辛苦，大家多表扬多鼓励我，多转发文章，多请我吃饭喝茶洗脚什么的。本意是蹭个热点，不过深入琢磨，却是一个非常有意思的话题。做个 ...全文
28,4.45E+15,景德镇发布,2019/12/17 7:39,,#聚焦瓷都# 【景德镇“三宝蓬艺术中心“】熟悉景德镇的都知道三宝村，风景不错，自古是加工瓷石的地方，基地就在村中的重要节点。这里“艺术家”多，“艺术品”和“艺术”展厅就更多，建筑不是只做一个摆瓷器的空间，而是要关心瓷人以及他们的故事。建筑像科幻中的人工智能机器人似的，开始有了情感， ...全文
28,4.45E+15,非典型景漂肖掌柜,2019/12/14 23:24,,千里之外，运输、布展、雅集、沙龙……三宝蓬的美女天团们，还有强有力的外援美女花艺、茶艺团队，把上海人所向往诗与远方、景德镇的日常带到了隐居，让所有人惊艳不已。15日、16日，在上海的朋友还可以亲临现场，近距离感受这一切美好。展览现场|从瓷都到魔都，101年英式别墅遇上千年陶瓷，你所没见过的艺术碰撞 
28,4.45E+15,非典型景漂肖掌柜,2019/12/14 20:47,,#景德镇 三宝蓬艺术聚落# 上海，武康路，隐居繁华。万物藏·溯回——“器像·景德镇”生活美学造作集展览现场。图中所有，除了人以外，所有作品均欢迎被收藏 
28,4.45E+15,花九栖茶空间,2019/12/14 20:02,,三宝蓬 | 器象•展人物篇人文雅集：2019年12月14日～2019年12月16日地址：上海武康路隐居繁华酒店内开放模式：免费对外开放所见即美好 海宁市 
28,4.44E+15,HAS建筑工作室夯土墙设计施工,2019/11/30 9:56,,HAS. 禾华建筑夯土墙系统化设计和施工，HASWall参赛夯土墙材料作品，包含樱桃沟足球小镇游客中心和景德镇三宝蓬艺术中心。『【DMC大赛】作品抢先看——HAS.禾华建筑工作室参赛作品』【DMC大赛】作品抢先看——HAS.禾华建筑工作室参赛作品 
28,4.44E+15,勺子spoony,2019/11/29 20:44,,景德镇三宝蓬的坤也私塾，开展了各种陶瓷游学项目和相关的手工课程，喜欢各种野的朋友可以去体验乐烧坑烧的种种乐趣 景德镇 
28,4.44E+15,非典型景漂肖掌柜,2019/11/24 7:00,,#景德镇 三宝蓬艺术聚落# 景德镇，聚集着数以万计的设计师、艺术家和艺术工作者们，他们大多都是有对生活的热爱、有对梦想的追求、更有独特的超乎常人的审美水平，他们蕴藏着巨大的创造力和影响力。当然，艺术家们也有属于自己的个性和偏好，他们可能不善言辞、可能观点犀利、可能不谙熟世故人情、可能 ...全文
29,4.44E+15,非典型景漂肖掌柜,2019/11/20 11:55,,#景德镇 三宝蓬艺术聚落# 景德镇。三宝。日出。 
29,4.44E+15,花花世界里,2019/11/18 6:42,,三宝蓬里一个很有调调的酒店。 
29,4.44E+15,非典型景漂肖掌柜,2019/11/16 21:30,,#景德镇 三宝蓬艺术聚落# 他说，他一直有一个愿望，在景德镇，有一个可以真正和世界级的艺术家、生活家对话舞台。景德镇，应该有太多的可能性，应该有可以和日本越后妻有、台湾池上……还有《新周刊》创始人封新城的凤羽媲美的内容。 景德镇 
29,4.44E+15,非典型景漂肖掌柜,2019/11/16 12:59,,景德镇三宝蓬艺术聚落之隐居景德山谷星空晚宴！china之山谷秘境。#景德镇 三宝蓬艺术聚落# 网页链接 老肖的blog2010的微博视频 
29,4.44E+15,非典型景漂肖掌柜,2019/11/9 21:49,,#景德镇 三宝蓬艺术聚落# 山河尺素——汤正庚水墨青花艺术个展开幕式。 
29,4.44E+15,非典型景漂肖掌柜,2019/11/8 18:58,,让我闭上眼睛幻想一下：周杰伦在三宝蓬艺术中心里徜徉，欣赏着杨冰、罗小聪、干道甫、汤正庚、周先锋、滕道洋等等艺术家的当代青花作品，漫步丙丁柴窑，在窑火通明的夜晚守候着青花瓷诞生……这是多美的一幅画面。【锋言疯语】第18章丨 周杰伦《青花瓷》与大鹏《缝纫机乐队》 ——景德镇，你需要一个崭新的城市形象宣传片 
29,4.43E+15,湖北旅游TOP,2019/11/1 19:41,,#旅行种草大赛#【旅行种草之景德镇小众玩法】提起景德镇，有很多耳熟能详的地方，但今天要介绍的是三宝蓬艺术聚落，一个被山谷包围的艺术聚落，自然与建筑结合的非常完美，有设计师个人工作室、茶室、民宿院落、展厅，整个观感很赞叹。#带着微博去旅行# （图源：@余省言 ）@三宝蓬艺术聚落  ...全文
29,4.43E+15,非典型景漂肖掌柜,2019/10/29 18:18,,火尧火锅 ▏在景德镇，你一定要来这家开业不到一周就成为网红的火锅店！虽然火尧在三宝蓬，可那却是一个连我都订不到位置的地儿据说还在试营业期间，每天的营业额都是五位数以上，弄得我很眼红，准备在三宝蓬自己投资点儿啥，日本料理可还行？火尧火锅 ▏在景德镇，你一定要来这家开业不到一周就成为网红的火锅店！ 
30,4.42E+15,非典型景漂肖掌柜,2019/9/19 1:37,,#景德镇 三宝蓬艺术聚落# 就在准备转发这篇文章之前，在微信群里看到章朝辉老师发表在《美术报》的文章《十一届美展陶艺展的傲慢与偏见》，很痛心陶瓷绘画在全国美展中无一席之地，这种感觉我相信景德镇绝大多数从事陶瓷绘画创作的艺术家都有同感。个中原委，不是我等外人能窥破的。在三宝蓬和张景 ...全文
30,4.42E+15,尹子加一,2019/9/15 20:38,,《在一个起风的日子》展览场地地点:三宝蓬艺术中心  光影展厅时间:2019.09.10——2019.09.28展览人:尹子   丘弗#摄影#摄影#影展##艺术##遇见艺术##景德镇##景德镇爆料#景德镇·景德镇陶瓷学院湘湖校区 景德镇 
30,4.42E+15,尹子加一,2019/9/14 18:14,,尹子与丘弗《在一个起风的日子》摄影展展期:2019.09.10——2019.09.28地点:三宝蓬艺术中心  光影展厅#摄影#摄影手机摄影#影展##摄影展讯#摄影展#艺术##艺术摄影##景德镇##景德镇爆料# @丘弗 景德镇 
30,4.42E+15,非典型景漂肖掌柜,2019/9/13 21:37,,#景德镇 三宝蓬艺术聚落# 明月无价，三宝蓬有情。今儿个的三宝蓬，这么多月亮都会把我们的祝福带给大家[得意]2019年是三宝蓬即将完成建设转入运营的关键一年，全国著名民宿品牌隐居景德即将于十月正式开业，届时我们也将诚挚邀请和欢迎您的莅临指导。感谢您一直以来对三宝蓬的关注、关怀和帮助，让 ...全文
30,4.42E+15,慢点·春秋,2019/9/12 22:36,,吃三宝蓬的月饼，赏三宝蓬的月亮 景德镇·六〇二社区 
30,4.42E+15,丘弗,2019/9/11 0:39,,谢谢你们的到来#景德镇 三宝蓬艺术聚落# 景德镇 
30,4.42E+15,非典型景漂肖掌柜,2019/9/10 17:51,,#景德镇 三宝蓬艺术聚落# 9🈷️9号，似乎是一整天都没停，转钟左右吧，才离开办公室。8号楼景观最好的独栋工作室的合同签定。那会儿，我正带着朋友看另外的空间，小五同学就在办公室的长桌上，和刘捷把合同签了，突然觉得应该更有点儿仪式感的。毕竟，对于弥云团队和刘捷而言，是一个挺大的事儿， ...全文
30,4.41E+15,非典型景漂肖掌柜,2019/9/10 11:54,,记录日常时光 分享美丽生活 | 景德镇日报。用一支笔，记录了3年的日常，每一个场景都很温暖……9月6日下午，以“日常”为主题的瓷画展在三宝蓬艺术中心弧形展厅拉开帷幕，展览集中展出了95后青年艺术家陈惜珠用瓷画记录的生活时光。记录日常时光 分享美丽生活 
30,4.41E+15,非典型景漂肖掌柜,2019/9/3 21:11,,#景德镇 三宝蓬艺术聚落# 神说，要有光！景德镇三宝蓬艺术聚落。 网页链接 
31,4.4E+15,非典型景漂肖掌柜,2019/8/3 21:55,,#景德镇 三宝蓬艺术聚落# 坦率地说，直到今天下午所有参展艺术家的作品布置完毕的那一刻，我一直悬着的心才放下来。这是由三宝蓬策划发起的展览，大约在3、4🈷️，当时负责策划的同事告诉我有这么一个想法，想邀约一批年轻的艺术家做一场釉上彩的工笔画展，我想当然的是反对，似乎这种题材就意味着 ...全文
31,4.4E+15,非典型景漂肖掌柜,2019/8/3 13:36,,#景德镇 三宝蓬艺术聚落# 昨儿个，三宝蓬独栋工作室面积最大景观最好的“楼王”，迎来了新的主人——长物居涂睿明老师、李雪梅女士和他们的团队。一直以来，我们所希望的场景是：每一个空间里，都🈶️有趣的主人，做着有趣并且有价值的事情。当三宝蓬所有的大大小小的空间，都🈶️很多有趣的主人 ...全文
31,4.4E+15,非典型景漂肖掌柜,2019/8/2 7:36,,虽说还是盛夏，清晨的山谷中感受不到一丝丝暑意。阳光正好，清风正好，山谷正好，三宝蓬正好。#景德镇 三宝蓬艺术聚落# 网页链接 
31,4.4E+15,非典型景漂肖掌柜,2019/8/1 22:07,,#景德镇 三宝蓬艺术聚落# 展览开幕的时候，我经过现场，没有太多停留。可就在穿过展厅的短短时刻，不到一分钟吧，我有一种感觉，这样的展览就是当初我设想的「蓬客微展」的理想态吧！其时，正值正午，窗外骄阳似火，而展厅清凉如水，艺术家和他的朋友们，三三两两，轻松惬意自然自由的地交流、沟通、 ...全文
31,4.4E+15,非典型景漂肖掌柜,2019/7/31 22:07,,折腾了大半年，三宝蓬模式再落地，第一子落在了湖北黄冈——苏轼谪居之地。苏轼谪居黄冈4年有余，创作了700余首词赋文章，留下了著名的前后赤壁赋、定风波、寒食帖等佳作。900年后，我们从景德镇出发，遇见江柳摇村，遇见苏轼金世的桃花源。江柳摇村艺术生活街区，苏轼的今世桃花源 
31,4.4E+15,非典型景漂肖掌柜,2019/7/31 13:51,,#景德镇 三宝蓬艺术聚落# 三宝蓬的二期建设进入了尾声，民宿、工作室的装修也都在进行中。有了这些花花草草，建筑也似乎温柔了许多…… 网页链接 
31,4.4E+15,景德镇汇·生活,2019/7/24 19:45,,🌻三宝里面三宝蓬，三宝蓬里近陶居🏡 。 
31,4.4E+15,夏山草堂,2019/7/18 10:15,,借用三宝蓬肖掌柜的话来说，“圈里有对这样的建筑、光影摄影有兴趣的小伙伴吗？可以早上、晚上约着来拍拍，感觉应该很不错” 网页链接 夏山草堂的微博视频 
31,4.39E+15,景德镇日报社,2019/7/16 16:11,,#景德镇身边事# 【“静而思远”陶瓷雕塑作品展开展】7月14日，由景德镇美术家协会主办，景德镇市瓷局、景德镇雕塑家协会协办的“静而思远”陶瓷雕塑作品展在三宝蓬艺术聚落拉开帷幕，来自我市陶瓷艺术家代表参观了此次展览。景德镇日报数字报 
31,4.39E+15,非典型景漂肖掌柜,2019/7/15 20:37,,三宝蓬艺术聚落「西席·景德镇时间」第70场、瓷语对话NO.6。一场“非典型瓷语对话”。张国君老师、朱迪老师的着眼点不在瓷画本身，甚至不在陶瓷本身，更多的是从艺术家和世界、和艺术的关系出发，探讨人生经验、生活状态和艺术探索之间的某种关联，是更加深刻的思考。现场丨【西席】瓷语对话NO.6 张国君×朱迪 艺术家的方位与造意之象 
32,4.39E+15,非典型景漂肖掌柜,2019/7/12 19:01,,景德镇三宝蓬艺术聚落。听说你们都在愉快地过周末，听我来做检讨，是不是有点儿不合时宜？[流泪][流泪][流泪]欢迎大家来批判我，各种批判，那种“肖导，你最大的问题就是不注意身体，太敬业”的批评，我也是接受的啊【锋言疯语】第二章丨我的检讨 
32,4.39E+15,非典型景漂肖掌柜,2019/7/11 22:48,,景德镇三宝蓬艺术聚落。马、芭蕾、浮世绘，在我的作品里象征着男性和女性。我爱马，高温色釉犹如一匹跅弛不羁的野马。而我又钟情于受过良好训练的马。在野性与可控之间，那种力与美的结合如同高温色釉的窑变，我也希望它能在自由与可控之间奔跑。网页链接 
32,4.39E+15,非典型景漂肖掌柜,2019/7/11 13:47,,张景辉老师的生命似乎充满了力量，雕塑是专业，由雕塑又转绘画，视绘画为生命。不仅如此，他还担纲了三宝蓬「西席·景德镇时间」的2019特别策划“瓷语对话”总策划和主持嘉宾，探讨陶瓷绘画的基本概念和理论体系——这其实是一件吃力不讨好的活儿【溯源访谈】张景辉：绘画是我的生命 
33,4.39E+15,非典型景漂肖掌柜,2019/7/5 19:54,,“锋言疯语”正式上线，第1回合，看不懂的景德镇三宝蓬艺术聚落。特别说明：文章都是俺自己码出来，观点都是俺自己的思考和判断，既然称为“疯语”，一定会有疏漏和偏颇，欢迎探讨，欢迎拍砖。特别说明，都是个人观点，不代表三宝蓬啊，文责自负。【锋言疯语】第1章丨 看不懂的三宝蓬 
33,4.39E+15,非典型景漂肖掌柜,2019/7/4 23:24,,#景德镇 三宝蓬艺术聚落# 7🈷️2日下午，国家文华和旅游部产业司副司长牛军在江西省文化和旅游厅副厅长陈晓平、景德镇市文广新旅局局长余志华、珠山区委副书记区长罗文军、景德镇市文广新旅局副局长龚谦、珠山区文广新旅局局长杜辉等陪同下考察三宝蓬艺术聚落。 网页链接 
33,4.38E+15,非典型景漂肖掌柜,2019/6/18 21:38,,景德镇三宝蓬艺术聚落。有力量的发声，有价值的讨论，有深度的交流，有品质的沙龙，这里是艺术品的秀场，艺术家的朋友圈，艺术界的思想集散地。欢迎来到三宝蓬[西席]活动总第68期现场，今天是【西席·景德镇时间】2019年特别策划【瓷语对话】第四场。现场丨【西席】瓷语对话NO.4 范敏祺：瓷画本体语言 
33,4.38E+15,省言在路上,2019/6/16 14:47,,🌿🏔🍃你为何而踏上旅行就好像这世上总有许多执迷不悟的人，为了一溪云、一座山，一片海。交换心性，倾注深情。所以，这些不远不近、小小而可爱的地方，能为愿望添砖加瓦，让我们共同拥有下一次旅行的憧憬。@景德镇三宝国际陶艺村 @三宝蓬艺术聚落 景德镇·三宝国际陶艺村 
33,4.38E+15,非典型景漂肖掌柜,2019/6/4 5:57,,#景德镇 三宝蓬艺术聚落# 夜宿莫干山。其实，今天完成了一件特别有意义的活儿：莫干山民宿品牌柒竹正式签约三宝蓬，进入景德镇。就在不久前，柒竹刚刚收购了外婆家Uncle吴（没错，就是那个投资了超级网红野马岭的Uncle吴）的民宿不舍·青龙坞，又马不停蹄的挥师景德镇。这是要搞大事情的节奏[呲牙] ...全文
33,4.38E+15,花花世界里,2019/5/30 16:28,,三宝蓬的花儿，特别喜欢。中间的作品来自艺术家文俊春老师。 
33,4.38E+15,古镇珠山发布,2019/5/30 8:35,,【三宝“产学研用”实践】三宝举办陶瓷大学雕塑系毕业作品展      5月28日，景德镇陶瓷大学雕塑系2019届本科毕业作品展在三宝蓬艺术中心开展。这此展览也是珠山区三宝国际瓷谷通过辖区文创企业与高校联合开展“产学研用”合作交流的重要内容之一。      此次陶瓷大学雕塑系本科毕业作品展以“多元物 ...全文
34,4.36E+15,非典型景漂肖掌柜,2019/4/20 23:01,,#景德镇 三宝蓬艺术聚落# 西席·景德镇时间第66场，瓷语对话第2场。思想越来越深刻，观点越来越犀利，碰撞越来越激烈，现场越来越精彩。 
34,4.36E+15,非典型景漂肖掌柜,2019/4/20 14:13,,#景德镇 三宝蓬艺术聚落# 西席·景德镇时间第66场活动、瓷语对话第2场活动——媒材与精神，干道甫对话张景辉、丁传国。张景辉老师观点的犀利、独到与深刻，众所周知，而干道甫老师则是我认识的最具诗人气质的艺术家。下午的对话，想想也是让人兴奋的。 
34,4.36E+15,非典型景漂肖掌柜,2019/4/15 19:32,,朱一龙、刘涛钦点必睡的魔都新酒店竟然隐居在武康路？更有巴金、周璇、李鸿章故居相邻，莫兰迪也为之“色迷”。听说他们也在景德镇三宝蓬开了新店，期不期待？惊不惊喜？朱一龙、刘涛钦点必睡的魔都新酒店竟然隐居在武康路？更有巴金、周璇、李鸿章故居相邻，莫兰迪也为之“色迷” 
34,4.36E+15,非典型景漂肖掌柜,2019/4/14 15:43,,三宝蓬茶会与国际接轨的景德镇茶事服务·茶会策划&amp;花九栖战略合作伙伴。 网页链接 老肖的blog2010的秒拍视频 
34,4.36E+15,非典型景漂肖掌柜,2019/4/13 12:52,,有朋友跟我说在央视CCTV看到三宝蓬了[呲牙]可怜我这个不看电视的人，谁能告诉我，央视几套？啥时候播？ 景德镇·长虹·金域中央 
34,4.36E+15,非典型景漂肖掌柜,2019/4/5 19:21,,CCTV公益广告“瓷韵篇”，片中富有意境、当代而时尚的建筑与传统的青花瓷交相辉映。主场景取自于景德镇三宝国际瓷谷的三宝蓬艺术中心。#景德镇 三宝蓬艺术聚落# 老肖的blog2010的微博视频 
34,4.36E+15,美少女壮士白白__,2019/4/4 21:40,,打卡三宝，作品入驻三宝蓬 
34,4.35E+15,MOW首饰文化中心,2019/3/23 10:20,,740三宝蓬陶溪川景德镇的文化氛围真的很赞！ 
34,4.35E+15,乔星火,2019/3/20 15:59,,景德镇三宝蓬陶瓷设计中心，江西。坐落于江西景德镇三宝村西朝坞的一个山谷中，建筑形如圆月，漂浮于水面之上，故称作水月馆。 
34,4.34E+15,非典型景漂肖掌柜,2019/2/24 17:02,,上午，钟书记陪着鹰潭党政领导在露台上远眺三宝蓬二期，问：潇潇，你们民宿到底什么时候开业？！几乎每天，都有领导、朋友、客人在问同样的问题[流汗][流汗][流汗]下午实地探班看了看，隐居·景德镇和既下山·景德镇的工地上正热火朝天地抢工期呢。五月五月五月，你们翘首以待的民宿就开始试营业啦 ...全文
35,4.36E+15,S拾三,2019/3/31 23:00,,📷 《春夜闻琴》古弦音乐会之三宝蓬 
35,4.32E+15,非典型景漂肖掌柜,2018/12/15 21:05,,青花晚宴。我敢打赌，这一定是来自全国的数十位设计师最难忘的年会晚宴[呲牙][呲牙][呲牙]顺便广而告之，这是三宝蓬高端游学产品 最独特的板块之一[得意] 
35,4.22E+15,凤凰设计家,2018/3/12 23:08,,"在景德镇的三宝村藏着一艘巨大的飞船不知道停靠了多久,满是泥土青苔密布.但是硬朗的外形在清秀的南方山谷里一目了然.这是设计师刘阳对三宝蓬艺术中心的形容. 凤凰设计家的秒拍视频 "
35,4.22E+15,锄小月耕读生活,2018/3/10 16:00,,@三宝蓬艺术聚落 三宝蓬听一个国际范的讲座。关于建筑设计。水月馆设计者。#可触摸的风景·景德镇# |主 讲 人：吴海龙，80后，毕业于美国哈佛大学建筑专业，硕士，曼景建筑设计事务所创始人，三宝蓬艺术聚落总规划师，主建筑师之一。 景德镇·昌江区 
35,4.22E+15,景德镇发布,2018/3/9 19:27,,#聚焦瓷都# 【#景漂故事# 丨哈佛归来，3年从魔都到瓷都，行程上万公里，就为一封给景德镇的情书】三宝蓬有座名为水月馆的建筑。溪上明月，别枝惊鹊——也有人叫它景德镇鸟巢。它的设计者是一名哈佛归来的景漂吴海龙。很现代、很时尚、很国际的水月馆，在骨子里，和陶瓷也是息息相关的。因为，水月馆 ...全文
36,4.2E+15,景德镇日报社,2018/1/29 15:35,,#景德镇身边事# 【设计新物种：开启传统工艺与创新科技的对话】2017年10月，“洛客·景德镇陶瓷设计中心”发布仪式在珠山区三宝蓬艺术聚落举行，标志着拥有悠久传统陶瓷工业历史积淀的景德镇，在信息技术革命重构世界经济模式的背景下，以开放的姿态展开与时代的对话，积极引入创新理念和资源，促进地区 ...全文
36,4.2E+15,景德镇发布,2018/1/28 13:43,,#聚焦瓷都# 【#随手拍景德镇# 丨三宝蓬雪景】↓↓↓来源朋友圈晒图 
36,4.2E+15,為霜,2018/1/28 13:25,,三宝蓬冬雪十景，一夜到白头。 
36,4.2E+15,有方空间,2018/1/21 12:38,,【新作|不期而遇的故事：三宝蓬艺术中心 / 大料建筑】“设计之初，业主曾经问过我，觉得这里会是个什么样的地方，我说希望是一把大提琴的声音，而且是一位优雅的少女在弹奏。两年多过去了，在建筑里徘徊，会令我时不时感觉到某种悲剧的力量。故此，我们为这个建筑“再设计”了一个短片，希望把这种在现 ...全文
36,4.19E+15,景德镇发布,2018/1/9 13:16,,#聚焦瓷都# 【首届陶瓷雕塑生肖节走进瓷都 】近日，由市雕塑协会主办，景德镇大树雕塑艺术发展有限公司承办，景德镇三宝蓬艺术聚落、景德镇小动物保护志愿者协会协办的“全心犬意”景德镇首届陶瓷雕塑生肖节在天然氧吧——景德镇三宝蓬艺术聚落隆重开幕。景德镇陶瓷大学教授周国桢在致辞中表示，雕塑 ...全文
36,4.19E+15,archgo_com,2017/12/21 8:13,, 中国，江西，三宝蓬艺术中心 / 大料建筑事务所 三宝艺术博物馆坐落在宁静的环境中，被大自然包围着。这个150米长的建筑物与自然环境形成强烈的对比。 
37,4.18E+15,景德镇发布,2017/11/22 12:20,,#聚焦瓷都# 【景德镇三宝蓬艺术中心】位于景德镇附近的三宝村，这是个类似北京798的地方。设计师关注的不仅是馆藏的展品，更关心空间场所与人的互动，希望整个空间具有某种神秘感，触发人们更多样更强烈的感官和心理刺激。该项目获得了美国建筑奖AAP 2017年度最佳文化建筑奖。 @idc室内设计与装修 
37,4.18E+15,景德镇发布,2017/11/20 19:13,,#聚焦瓷都# 【点赞！景德镇的村庄里造了个艺术馆，获得了美国的建筑奖】车开进景德镇，跨过昌河，越过青葱的稻田矮山，有一座无数陶瓷艺术家心中的桃花源。其中的三宝蓬艺术中心凭借它独特的设计与文化氛围，获得了美国建筑奖 AAP 2017 年度最佳文化建筑奖！让我们来看看他到底有什么魅力吧！        ...全文
37,4.18E+15,青雕希琢--徐青,2017/11/19 20:37,,在三宝蓬策划的陶艺展欢迎大家来观看 景德镇·陶院 
37,4.18E+15,包大人314,2017/11/19 20:03,,#犀宅分享##清水混凝土# 景德镇的三宝蓬艺术中心，渐渐变得有些像北京当年的798，自发聚集了上百位陶瓷艺术家。这里的人们大都与陶瓷有关，甚至每年聚集来数万“景漂”。在这个有着世界上最好陶瓷匠人的地方，虽满怀“瓷心”，然几人成梦。这里用到的几种主要材料：夯土，钛锌板，洞石，都是比较容 ...全文
37,4.17E+15,专筑网iArch,2017/11/14 10:35,,#专筑iarch#三宝蓬艺术博物馆：建筑与艺术与自我：建筑、人工与周围的环境形成鲜明的对比，纯粹的几何形式是我对博物馆的定义。长达150米的博物馆呈线性形态，但参观的流线实际上去非线性，游客的参观方式将有多种选择。目的是为了促进人与空间之间的奇妙互动，我们相信建筑可以营造气氛，游客会和建 ...全文
37,4.17E+15,美瓷每刻百拙坊,2017/11/8 11:45,,陶瓷是一种生活态度！青雕希琢原班人马携手大千集开启新的生活 艺术 创作模式[胜利]热烈祝贺艺术家徐青在三宝蓬的艺术/生活/设计“大千集”开业[强][强][强] 
37,4.17E+15,凯莉耶,2017/11/8 9:15,,#微新闻大赛#@江西传媒职业学院新闻与传播系 10月17日上午，“洛客·景德镇陶瓷设计中心”发布仪式在景德镇三宝蓬艺术中心隆重举行。互联网技术改变了世界的格局，同时也为区域经济发展模式提供了全新的思路。洛克在景德镇落成是一次传统与创新的碰撞，将为景德镇陶瓷的发展打开一扇新的大门，让我们一 ...全文
37,4.17E+15,景德镇日报社,2017/11/7 15:18,,#景德镇身边事# 【三宝瓷谷2017首届户外 音乐节暨荧光夜跑举行】11月4日晚，三宝蓬东侧山谷草坪，荧光闪闪，炫音酷舞轮番上阵，三宝瓷谷2017首届户外音乐节暨荧光夜跑在这里举行，400余名体育爱好者参加。本次活动由珠山区政府和市体育局联合主办，以绿色·健康·运动的宗旨号召青年人及社会全体通过慢跑 ...全文
37,4.17E+15,对话设计,2017/11/7 13:04,,三宝蓬艺术中心 丨 大料建筑项目位于景德镇三宝村，设计师希望建筑如飞船泊靠在南方山间峡谷，建筑与环境之间存在强烈对比。希望观者的关注不仅于展品本身，更在人与空间的互动，从情感慢慢转化到行为上。更在人与展品所处空间的暧昧关系上。并始终贯穿整体：夯土墙体是氛围营造的重要载体，如诗如幻 ...全文
37,4.17E+15,景德镇发布,2017/11/6 8:26,,#聚焦瓷都# 【#景德镇新闻# 丨景德镇市首届户外音乐节暨荧光夜跑在三宝举行】11月4日晚，三宝蓬东侧山谷草坪，荧光闪闪，炫音酷舞轮番上阵，三宝瓷谷2017首届户外音乐节暨荧光夜跑在这里举行。400余名体育爱好者参与的荧光+音乐的夜跑盛宴，唤起了三宝国际瓷谷的热情。本次活动由珠山区人民政府和市体 ...全文
39,4.17E+15,东崎星野,2017/10/25 16:40,,日常项目深度报道：三宝蓬艺术中心 / 大料建筑 - 谷德设计网 与建筑谈恋爱：把建筑看成一个人，让不同的人都能在其中找到他们自己。 网页链接 
39,4.17E+15,BETONBAU倍砼堡创始人石洁,2017/10/24 8:48,,三宝蓬艺术中心，大料建筑设计，夯土，钛锌板，洞石，都是有时间痕迹的主材。图片来自gooood 
39,4.16E+15,养玉堂-,2017/10/17 20:11,,三宝蓬/插花展 
39,4.15E+15,春天的一声雷,2017/9/4 9:59,,【周末瓷都游 ·2 】每到一个地方，总想寻找新亮点。三宝蓬艺术中心，给了我一个惊喜！        在景德镇国际瓷谷的青山绿水间，一幢幢灰瓦白墙散落其间，而让人眼前一亮的这些建筑，既传统又当代，既乡土又国际，颇有眼睛一亮、心头一震的惊叹！         三宝蓬艺术中心总经理肖学锋的介绍，让人对这 ...全文
39,4.15E+15,三宝蓬艺术聚落,2017/8/30 20:22,,#景德镇 三宝蓬艺术聚落# 【西席•陪你读书 | 那些被历史书所遗漏的细节【西席•陪你读书】 | 那些被历史书所遗漏的细节】“草根才子”杜君立集百家之长，见微知著，睹始知终，气势恢宏，以优美节制的文字和理性深邃的洞见，揭示了真实历史中一些普遍性的人类文明发展模式，以及其背后蕴含的纷杂吊诡的物质动因 
39,4.14E+15,非典型景漂肖掌柜,2017/8/25 23:21,,5🈷️24日，江西省委书记鹿心社莅临三宝蓬考察；8🈷️24日，江西省省长刘奇莅临三宝蓬考察；期间，来自国家部委、江西省内外的党政、企业、艺术设计考察团络绎不绝……所有这些，都是在这样的背景下发生的：三宝蓬的建设还在进行，三宝蓬的建成面积没有超过10000平米……在江西省、景德镇市的 ...全文
